,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus
Panthera tigris,1240937.5,2308720.930232558,4455921.052631579,3818269.230769231,6456122.448979592,2816935.4838709678,3676851.8518518517,4584782.608695652,1686904.761904762,2939233.3333333335,2728906.25,3676851.8518518517,2493478.2608695654,3818269.230769231,2606818.1818181816,1909134.6153846155,2730952.380952381,1422727.2727272727,6456122.448979592,2816935.4838709678,2481875.0,2293750.0,1864473.6842105263,2816935.4838709678,2493478.2608695654,2294000.0,2546458.3333333335,3714102.564102564,6590625.0,2568382.3529411764,1885810.810810811,3676851.8518518517,902500.0,2816935.4838709678,2956122.448979592,6456122.448979592,3545535.714285714,2745652.1739130435,5666369.047619048,6327000.0,6202941.176470588,3545535.714285714,3912500.0,2646212.121212121,1993571.4285714286,4652205.882352941,1857051.282051282,1885810.810810811,1551171.875,3676851.8518518517,3309166.6666666665,1938194.4444444445,2728906.25,3018421.052631579,6327000.0,2606818.1818181816,4455633.802816901,2177586.206896552,2606818.1818181816,3676851.8518518517,3676851.8518518517,2606818.1818181816,1561627.9069767443,3017708.3333333335,1938194.4444444445,2816935.4838709678,3319696.9696969697,2606818.1818181816,3545535.714285714,2683653.846153846,3018421.052631579,3676851.8518518517,1767105.2631578948,2425694.4444444445,4942968.75,6456122.448979592,6730851.063829787,3018421.052631579,3423275.8620689656,1816666.6666666667,3017708.3333333335,2389583.3333333335,2255357.1428571427,4393589.743589744,3218888.888888889,2428846.153846154,5759935.897435897,2730952.380952381,3638541.6666666665,6327000.0,3545535.714285714,2435000.0,2361666.6666666665,3008333.3333333335,2651875.0,3017708.3333333335,2112234.0425531915,2867500.0,863260.8695652174,2493478.2608695654,2728906.25,2052205.8823529412,6456122.448979592,6456122.448979592,2481875.0,2545512.8205128205,2481875.0,2421341.463414634,1909134.6153846155,2612500.0,2612500.0,2545512.8205128205,2683108.108108108,2481875.0,2421341.463414634,2612500.0,8928785.606060605,1771250.0,3651666.6666666665,1914864.8648648649,3912500.0
Lipotes vexillifer,1369375.0,2381521.7391304346,3423437.5,4341666.666666667,5765789.47368421,6327000.0,4382000.0,5477500.0,4793181.818181818,2671951.2195121953,3533870.9677419355,5216666.666666667,5477500.0,4979545.454545454,4763043.478260869,4979545.454545454,2235714.285714286,4979545.454545454,292900.0,6456122.448979592,4382000.0,3319696.9696969697,3912500.0,4057407.407407407,4213461.538461538,5216666.666666667,4979545.454545454,3912500.0,2547674.418604651,6083653.846153846,5477500.0,4057407.407407407,5477500.0,986936.9369369369,4213461.538461538,2547674.418604651,6730851.063829787,4382000.0,5477500.0,5876234.567901234,6202941.176470588,3423437.5,6202941.176470588,6086111.111111111,3211363.6363636362,4979545.454545454,4382000.0,4793181.818181818,1441447.3684210526,4382000.0,1956250.0,4564583.333333333,5477500.0,2671951.2195121953,4213461.538461538,4763043.478260869,6456122.448979592,5216666.666666667,4455633.802816901,4382000.0,4564583.333333333,5216666.666666667,4564583.333333333,4564583.333333333,3423437.5,2547674.418604651,4763043.478260869,4213461.538461538,1508235.294117647,5216666.666666667,5765789.47368421,3423437.5,4763043.478260869,4979545.454545454,4382000.0,3912500.0,4866923.076923077,6456122.448979592,6730851.063829787,4763043.478260869,6086111.111111111,3912500.0,2547674.418604651,4979545.454545454,3912500.0,3344117.6470588236,2489772.727272727,4979545.454545454,5834740.2597402595,4763043.478260869,4057407.407407407,6202941.176470588,5216666.666666667,3651666.6666666665,3651666.6666666665,3130000.0,3533870.9677419355,2608333.3333333335,2808974.358974359,5216666.666666667,944396.551724138,5216666.666666667,3777586.206896552,4213461.538461538,6327000.0,6327000.0,2960810.810810811,3533870.9677419355,3130000.0,3319696.9696969697,2381521.7391304346,3651666.6666666665,3651666.6666666665,3423437.5,3423437.5,2808974.358974359,3043055.5555555555,3319696.9696969697,9821664.166666666,3651666.6666666665,2848888.888888889,2882894.736842105,3423437.5,3211363.6363636362,3423437.5
Delphinapterus leucas,1352469.1358024692,2434444.4444444445,3319696.9696969697,4398051.948051948,5477500.0,6202941.176470588,4564583.333333333,5216666.666666667,4721641.791044776,2608333.3333333335,3533870.9677419355,5216666.666666667,5216666.666666667,4763043.478260869,4564583.333333333,4763043.478260869,2148039.2156862747,4763043.478260869,314208.3333333333,6327000.0,4564583.333333333,3222058.8235294116,3777586.206896552,3777586.206896552,4382000.0,4979545.454545454,4763043.478260869,3777586.206896552,2489772.727272727,6083653.846153846,5216666.666666667,4057407.407407407,5216666.666666667,986936.9369369369,4382000.0,2547674.418604651,6590625.0,4213461.538461538,4763043.478260869,5804573.1707317075,6083653.846153846,3319696.9696969697,6083653.846153846,5765789.47368421,2943750.0,4763043.478260869,4057407.407407407,4721641.791044776,1441447.3684210526,4382000.0,1921929.8245614036,4382000.0,5216666.666666667,2608333.3333333335,4057407.407407407,4564583.333333333,6327000.0,4979545.454545454,4393750.0,3912500.0,4213461.538461538,4979545.454545454,4382000.0,4213461.538461538,3130000.0,2489772.727272727,4763043.478260869,4382000.0,1424444.4444444445,4979545.454545454,5477500.0,3130000.0,4564583.333333333,4763043.478260869,4057407.407407407,3533870.9677419355,4721641.791044776,6327000.0,6590625.0,4564583.333333333,5765789.47368421,3651666.6666666665,2547674.418604651,4763043.478260869,3777586.206896552,3344117.6470588236,2381521.7391304346,4382000.0,5834740.2597402595,4213461.538461538,4057407.407407407,6083653.846153846,4979545.454545454,3533870.9677419355,3777586.206896552,3043055.5555555555,3423437.5,2608333.3333333335,2671951.2195121953,4979545.454545454,944396.551724138,4979545.454545454,3533870.9677419355,3912500.0,6202941.176470588,6202941.176470588,2882894.736842105,3222058.8235294116,2960810.810810811,3043055.5555555555,2434444.4444444445,3319696.9696969697,3319696.9696969697,3130000.0,3130000.0,2808974.358974359,2882894.736842105,3043055.5555555555,9504836.290322581,3651666.6666666665,3205000.0,2738750.0,3319696.9696969697,2943750.0,3319696.9696969697,5858000.0
Sousa chinensis,1404487.1794871795,2434444.4444444445,3423437.5,4398051.948051948,5477500.0,6590625.0,4564583.333333333,5765789.47368421,4866923.076923077,2882894.736842105,3777586.206896552,5216666.666666667,5765789.47368421,5216666.666666667,4979545.454545454,5216666.666666667,2191000.0,5216666.666666667,39231.14035087719,6730851.063829787,4564583.333333333,3130000.0,3912500.0,4213461.538461538,4382000.0,5477500.0,5216666.666666667,3912500.0,2608333.3333333335,6327000.0,5216666.666666667,4213461.538461538,5765789.47368421,995909.0909090909,4382000.0,2671951.2195121953,7030000.0,4564583.333333333,5216666.666666667,5949687.5,6456122.448979592,3423437.5,6456122.448979592,5765789.47368421,2943750.0,4763043.478260869,4213461.538461538,4866923.076923077,1460666.6666666667,4564583.333333333,1956250.0,4763043.478260869,5765789.47368421,2671951.2195121953,4057407.407407407,4979545.454545454,6730851.063829787,5477500.0,4519285.714285715,4213461.538461538,4382000.0,5477500.0,4763043.478260869,4382000.0,3423437.5,2608333.3333333335,4979545.454545454,4382000.0,1602500.0,5477500.0,6086111.111111111,3319696.9696969697,4979545.454545454,5216666.666666667,4213461.538461538,3533870.9677419355,4942968.75,6730851.063829787,7030000.0,4979545.454545454,6444117.647058823,4057407.407407407,2671951.2195121953,5216666.666666667,4213461.538461538,3667741.935483871,2489772.727272727,4763043.478260869,5759935.897435897,4564583.333333333,4213461.538461538,6456122.448979592,5477500.0,4057407.407407407,3912500.0,3130000.0,3533870.9677419355,2738750.0,2738750.0,5477500.0,952608.695652174,5477500.0,3533870.9677419355,4057407.407407407,6590625.0,6590625.0,3043055.5555555555,3533870.9677419355,3043055.5555555555,3130000.0,2330851.063829787,3423437.5,3423437.5,3423437.5,3222058.8235294116,2808974.358974359,2960810.810810811,3319696.9696969697,9504836.290322581,3777586.206896552,2564000.0,2738750.0,3423437.5,2943750.0,3423437.5,5858000.0,4713125.0
Ochotona princeps,788636.3636363636,1445833.3333333333,3309166.6666666665,4398051.948051948,3020454.5454545454,5968867.924528302,2816935.4838709678,2768750.0,4393750.0,2270121.951219512,2519342.8571428573,2816935.4838709678,3020454.5454545454,4963750.0,3322500.0,5515277.777777778,1239285.7142857143,4316304.347826087,1422727.2727272727,5968867.924528302,2816935.4838709678,1641216.2162162163,3545535.714285714,2737500.0,2728906.25,5225000.0,5225000.0,3423275.8620689656,3448809.523809524,5858333.333333333,3011206.896551724,2628571.4285714286,2889130.434782609,604090.9090909091,2728906.25,3368604.6511627906,6202941.176470588,3164285.714285714,4136458.3333333335,6025000.0,6083653.846153846,3309166.6666666665,5858333.333333333,3020454.5454545454,4057407.407407407,2910833.3333333335,3066666.6666666665,4455633.802816901,1931333.3333333333,2967741.935483871,1126271.186440678,3322500.0,2768750.0,2243902.43902439,2728906.25,4136458.3333333335,6202941.176470588,4512500.0,4275000.0,3545535.714285714,3971000.0,2658000.0,3164285.714285714,3971000.0,2234375.0,3148913.0434782607,3066666.6666666665,2728906.25,3651666.6666666665,4316304.347826087,2442647.0588235296,2967741.935483871,4136458.3333333335,3020454.5454545454,2708333.3333333335,2646212.121212121,5102419.354838709,5968867.924528302,6327000.0,4136458.3333333335,2768333.3333333335,2737500.0,3448809.523809524,4512500.0,3309166.6666666665,4759722.222222222,3368604.6511627906,3971000.0,5224127.9069767445,4316304.347826087,3234259.2592592593,5751818.181818182,2768750.0,3676851.8518518517,2585416.6666666665,2143548.3870967743,3309166.6666666665,3448809.523809524,1735000.0,4727380.952380952,577826.0869565217,5225000.0,2646212.121212121,3066666.6666666665,5968867.924528302,5968867.924528302,1786029.4117647058,1735000.0,1786029.4117647058,1735000.0,1349444.4444444445,1786029.4117647058,1735000.0,1786029.4117647058,1840151.5151515151,1481097.5609756098,1735000.0,1786029.4117647058,8666174.264705881,2515540.5405405406,3912500.0,2326875.0,3309166.6666666665,4057407.407407407,3309166.6666666665,4057407.407407407,3651666.6666666665,3912500.0
Branta bernicla,4162500.0,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,6768333.333333333,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,12593750.0,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,15021428.57142857,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,17197500.0,17197500.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302
Aythya americana,3766071.4285714286,4275000.0,4275000.0,3641397.8494623657,4519285.714285715,409464.28571428574,4004430.379746835,4393750.0,3042286.5853658537,3905555.5555555555,4519285.714285715,4393750.0,4393750.0,4455633.802816901,4455633.802816901,4519285.714285715,3766071.4285714286,4519285.714285715,3636206.896551724,525755.8139534884,4004430.379746835,4108441.5584415584,4162500.0,4218000.0,3954375.0,4455633.802816901,4333561.643835616,4275000.0,4333561.643835616,2143617.0212765955,4108441.5584415584,4162500.0,4455633.802816901,3857926.8292682925,3954375.0,4275000.0,2145918.3673469387,4393750.0,4519285.714285715,4759750.0,1952040.8163265307,4275000.0,2285869.565217391,4393750.0,4275000.0,4108441.5584415584,4218000.0,3005632.5301204817,3721764.705882353,4218000.0,10545000.0,4455633.802816901,4393750.0,4584782.608695652,4218000.0,4584782.608695652,2145918.3673469387,4393750.0,2934911.7647058824,4393750.0,4519285.714285715,4393750.0,4393750.0,4519285.714285715,4333561.643835616,4218000.0,4218000.0,3954375.0,4333561.643835616,4519285.714285715,4218000.0,4393750.0,4584782.608695652,4393750.0,4004430.379746835,3954375.0,3481410.2564102565,1723555.5555555555,2061764.705882353,4584782.608695652,4162500.0,4218000.0,4333561.643835616,4393750.0,4333561.643835616,4333561.643835616,4333561.643835616,4275000.0,5048033.707865168,4652205.882352941,4393750.0,2238888.888888889,4393750.0,4455633.802816901,4218000.0,4108441.5584415584,4333561.643835616,4333561.643835616,4162500.0,4519285.714285715,3721764.705882353,4455633.802816901,4055769.230769231,4393750.0,70363.09523809524,34380.95238095238,4393750.0,4333561.643835616,4218000.0,4275000.0,6083653.846153846,4275000.0,4275000.0,4275000.0,4218000.0,4218000.0,4218000.0,4275000.0,3928665.6666666665,4055769.230769231,4108441.5584415584,4333561.643835616,4275000.0,4275000.0,4275000.0,4162500.0,4108441.5584415584,4275000.0,4004430.379746835,409464.28571428574
Cygnus atratus,4162500.0,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,6311500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,12593750.0,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,15021428.57142857,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,15827000.0,15827000.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,376833.3333333333
Melanitta nigra,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,8598750.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,22607500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,12720750.0,12720750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,8598750.0,295831.3953488372,7913500.0
Melanitta perspicillata,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,8598750.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,22607500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,12720750.0,12720750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,8598750.0,295831.3953488372,7913500.0
